date,close,portfolio,monthly_return,signal_prev_month,leverage_prev_month,out_mode
1995-01-31,755.200000,10000.000000,,,,
1995-02-28,793.730000,10445.146941,0.044515,False,2.000000,bond2x_pos
1995-03-31,817.210000,10910.109462,0.044515,False,2.000000,bond2x_pos
1995-04-28,843.980000,11395.769648,0.044515,False,4.500000,bond2x_pos
1995-05-31,864.580000,11903.048848,0.044515,False,4.500000,bond2x_pos
1995-06-30,933.450000,12432.909427,0.044515,False,4.500000,bond2x_pos
1995-07-31,1001.210000,12986.356587,0.044515,False,4.095533,bond2x_pos
1995-08-31,1020.110000,13564.440278,0.044515,False,4.500000,bond2x_pos
1995-09-29,1043.540000,14168.257188,0.044515,False,4.212592,bond2x_pos
1995-10-31,1036.060000,14798.952823,0.044515,False,4.500000,bond2x_pos
1995-11-30,1059.200000,15457.723681,0.044515,False,4.500000,bond2x_pos
1995-12-29,1052.130000,16145.819523,0.044515,False,4.500000,bond2x_pos
1996-01-31,1059.790000,16145.819523,0.000000,False,4.500000,cash
1996-02-29,1100.050000,16145.819523,0.000000,False,4.500000,cash
1996-03-29,1101.400000,16126.000146,-0.001228,True,4.500000,ixic
1996-04-30,1190.520000,21888.922932,0.357368,True,4.500000,ixic
1996-05-31,1243.430000,24557.971912,0.121936,True,2.839502,ixic
1996-06-28,1185.020000,19200.968356,-0.218137,True,4.500000,ixic
1996-07-31,1080.590000,14941.478202,-0.221837,True,2.475169,ixic
1996-08-30,1141.500000,18630.575442,0.246903,True,4.500000,ixic
1996-09-30,1226.920000,21362.986395,0.146663,True,2.000000,ixic
1996-10-31,1221.510000,20794.893967,-0.026592,True,4.500000,ixic
1996-11-29,1292.610000,24162.156063,0.161927,True,2.855527,ixic
1996-12-31,1291.030000,23924.457703,-0.009838,True,3.613676,ixic
1997-01-31,1379.850000,30054.727132,0.256234,True,3.807472,ixic
1997-02-28,1309.000000,24922.115619,-0.170776,True,3.231560,ixic
1997-03-31,1221.700000,21523.131253,-0.136384,True,2.000000,ixic
1997-04-30,1260.760000,24474.453849,0.137123,True,4.500000,ixic
1997-05-30,1400.320000,30603.497024,0.250426,True,2.293382,ixic
1997-06-30,1442.070000,33094.151152,0.081385,True,2.874298,ixic
1997-07-31,1593.810000,42697.450135,0.290181,True,2.797635,ixic
1997-08-29,1587.320000,41983.571487,-0.016719,True,3.000620,ixic
1997-09-30,1685.690000,47239.726661,0.125196,True,2.070293,ixic
1997-10-31,1593.610000,38156.104414,-0.192288,True,3.426092,ixic
1997-11-28,1600.550000,38373.967556,0.005710,True,2.000000,ixic
1997-12-31,1570.350000,35375.284129,-0.078144,True,3.836494,ixic
1998-01-30,1619.360000,40104.719536,0.133693,True,4.500000,ixic
1998-02-27,1770.510000,56679.079625,0.413277,True,4.500000,ixic
1998-03-31,1835.680000,63967.589790,0.128593,True,3.641962,ixic
1998-04-30,1868.410000,68148.722473,0.065363,True,4.002675,ixic
1998-05-29,1778.870000,52992.177288,-0.222404,True,4.500000,ixic
1998-06-30,1894.740000,64597.035937,0.218992,True,3.441275,ixic
1998-07-31,1872.390000,62878.123809,-0.026610,True,2.001364,ixic
1998-08-31,1499.250000,25745.478420,-0.590550,True,2.941197,ixic
1998-09-30,1693.840000,26285.044534,0.020958,False,2.000000,bond2x_pos
1998-10-30,1771.390000,26835.918714,0.020958,False,2.000000,bond2x_pos
1998-11-30,1949.540000,33996.958921,0.266845,True,2.693483,ixic
1998-12-31,2192.690000,51298.440664,0.508913,True,4.130056,ixic
1999-01-29,2505.890000,83925.383653,0.636022,True,4.500000,ixic
1999-02-26,2288.030000,50525.072432,-0.397976,True,4.500000,ixic
1999-03-31,2461.400000,58030.330218,0.148545,True,2.000000,ixic
1999-04-30,2542.860000,61697.265228,0.063190,True,2.000000,ixic
1999-05-28,2470.520000,53382.493110,-0.134767,True,4.500000,ixic
1999-06-30,2686.120000,70216.364574,0.315344,True,3.676668,ixic
1999-07-30,2638.490000,67515.576957,-0.038464,True,2.000000,ixic
1999-08-31,2739.350000,72859.056082,0.079144,True,2.154972,ixic
1999-09-30,2746.160000,73149.543285,0.003987,True,4.043621,ixic
1999-10-29,2966.430000,99058.806469,0.354196,True,4.500000,ixic
1999-11-30,3336.160000,134569.901167,0.358485,True,2.911245,ixic
1999-12-31,4069.310000,266739.600256,0.982164,True,4.500000,ixic
2000-01-31,3940.350000,245679.202896,-0.078955,True,2.378813,ixic
2000-02-29,4696.690000,339257.141530,0.380895,True,2.000000,ixic
2000-03-31,4572.830000,320345.751599,-0.055744,True,2.000000,ixic
2000-04-28,3860.660000,219603.776100,-0.314479,True,2.000000,ixic
2000-05-31,3400.910000,226722.875446,0.032418,False,2.000000,bond2x_pos
2000-06-30,3966.110000,234072.761241,0.032418,False,4.500000,bond2x_pos
2000-07-31,3766.990000,241660.915102,0.032418,False,2.000000,bond2x_pos
2000-08-31,4206.350000,297307.804679,0.230268,True,2.000000,ixic
2000-09-29,3672.820000,220995.322809,-0.256678,True,2.000000,ixic
2000-10-31,3369.630000,228159.533216,0.032418,False,2.000000,bond2x_pos
2000-11-30,2597.930000,235555.992479,0.032418,False,4.500000,bond2x_pos
2000-12-29,2470.520000,243192.229623,0.032418,False,2.000000,bond2x_pos
2001-01-31,2772.730000,244541.333547,0.005547,False,2.000000,bond2x_pos
2001-02-28,2151.830000,245897.921598,0.005547,False,2.000000,bond2x_pos
2001-03-30,1840.260000,247262.035293,0.005547,False,2.000000,bond2x_pos
2001-04-30,2116.240000,248633.716380,0.005547,False,2.859239,bond2x_pos
2001-05-31,2110.500000,250013.006841,0.005547,False,2.000000,bond2x_pos
2001-06-29,2160.540000,251399.948887,0.005547,False,2.000000,bond2x_pos
2001-07-31,2027.120000,252794.584966,0.005547,False,4.500000,bond2x_pos
2001-08-31,1805.430000,254196.957760,0.005547,False,2.647624,bond2x_pos
2001-09-28,1498.800000,255607.110189,0.005547,False,4.500000,bond2x_pos
2001-10-31,1690.200000,257025.085409,0.005547,False,3.741578,bond2x_pos
2001-11-30,1930.580000,258450.926818,0.005547,False,2.000000,bond2x_pos
2001-12-31,1950.400000,259884.678053,0.005547,False,4.500000,bond2x_pos
2002-01-31,1934.060000,266469.953673,0.025339,False,2.000000,bond2x_pos
2002-02-28,1731.490000,273222.095055,0.025339,False,4.500000,bond2x_pos
2002-03-29,1858.250000,280145.330449,0.025339,False,2.348206,bond2x_pos
2002-04-30,1688.230000,287243.995243,0.025339,False,2.000000,bond2x_pos
2002-05-31,1615.730000,294522.534682,0.025339,False,2.000000,bond2x_pos
2002-06-28,1463.210000,301985.506650,0.025339,False,4.500000,bond2x_pos
2002-07-31,1328.260000,309637.584523,0.025339,False,4.397723,bond2x_pos
2002-08-30,1314.850000,317483.560099,0.025339,False,4.500000,bond2x_pos
2002-09-30,1172.060000,325528.346593,0.025339,False,2.754979,bond2x_pos
2002-10-31,1329.750000,333776.981720,0.025339,False,2.297152,bond2x_pos
2002-11-29,1478.780000,342234.630846,0.025339,False,2.000000,bond2x_pos
2002-12-31,1335.510000,350906.590223,0.025339,False,4.500000,bond2x_pos
2003-01-31,1320.910000,351714.785159,0.002303,False,2.000000,bond2x_pos
2003-02-28,1337.520000,352524.841499,0.002303,False,2.632572,bond2x_pos
2003-03-31,1341.170000,353336.763531,0.002303,False,4.500000,bond2x_pos
2003-04-30,1464.310000,354150.555552,0.002303,False,4.500000,bond2x_pos
2003-05-30,1595.910000,354966.221867,0.002303,False,2.539940,bond2x_pos
2003-06-30,1622.800000,355783.766795,0.002303,False,4.500000,bond2x_pos
2003-07-31,1735.020000,430367.895693,0.209633,True,3.098697,ixic
2003-08-29,1810.450000,508520.051644,0.181594,True,4.326238,ixic
2003-09-30,1786.940000,475371.791695,-0.065186,True,4.500000,ixic
2003-10-31,1932.210000,627391.462406,0.319791,True,4.007638,ixic
2003-11-28,1960.260000,646991.712322,0.031241,True,2.399994,ixic
2003-12-31,2003.370000,691916.082299,0.069436,True,3.388436,ixic
2004-01-30,2066.150000,784817.845796,0.134267,True,4.500000,ixic
2004-02-27,2029.820000,717421.278550,-0.085875,True,4.500000,ixic
2004-03-31,1994.220000,655957.462928,-0.085673,True,4.500000,ixic
2004-04-30,1920.150000,541892.668008,-0.173891,True,4.500000,ixic
2004-05-28,1986.740000,622801.643759,0.149308,True,4.500000,ixic
2004-06-30,2047.790000,680152.204044,0.092085,True,3.150489,ixic
2004-07-30,1887.360000,435777.956011,-0.359293,True,4.500000,ixic
2004-08-31,1838.100000,410826.474603,-0.057257,True,2.074545,ixic
2004-09-30,1896.840000,465020.422569,0.131914,True,4.331183,ixic
2004-10-29,1974.990000,536972.786846,0.154729,True,3.897458,ixic
2004-11-30,2096.810000,682393.588877,0.270816,True,4.500000,ixic
2004-12-31,2175.440000,792940.801089,0.161999,True,4.500000,ixic
2005-01-31,2062.410000,602192.648287,-0.240558,True,4.500000,ixic
2005-02-28,2051.720000,592012.745871,-0.016905,True,2.529415,ixic
2005-03-31,1999.230000,598115.385398,0.010308,False,4.500000,bond2x_pos
2005-04-29,1921.650000,604280.932708,0.010308,False,4.500000,bond2x_pos
2005-05-31,2068.220000,610510.036272,0.010308,False,4.500000,bond2x_pos
2005-06-30,2056.960000,602030.912572,-0.013889,True,2.000000,ixic
2005-07-29,2184.830000,703159.705579,0.167979,True,2.768988,ixic
2005-08-31,2152.090000,664364.482292,-0.055173,True,3.346813,ixic
2005-09-30,2151.690000,661079.521820,-0.004945,True,2.932923,ixic
2005-10-31,2120.300000,613218.423948,-0.072398,True,4.500000,ixic
2005-11-30,2232.820000,755519.333898,0.232056,True,4.500000,ixic
2005-12-30,2205.320000,720608.382535,-0.046208,True,3.344456,ixic
2006-01-31,2305.820000,830514.102801,0.152518,True,3.460684,ixic
2006-02-28,2281.380000,791235.740819,-0.047294,True,3.908835,ixic
2006-03-31,2339.790000,868060.173178,0.097094,True,4.028318,ixic
2006-04-28,2322.570000,833452.040491,-0.039868,True,4.500000,ixic
2006-05-31,2178.870000,595776.500358,-0.285170,True,4.500000,ixic
2006-06-30,2172.090000,584371.590705,-0.019143,True,4.150945,ixic
2006-07-31,2091.470000,497472.029897,-0.148706,True,3.850858,ixic
2006-08-31,2183.750000,592886.839723,0.191799,True,4.500000,ixic
2006-09-29,2258.420000,593277.597345,0.000659,False,2.785310,bond2x_pos
2006-10-31,2366.710000,717285.982469,0.209023,True,4.500000,ixic
2006-11-30,2431.770000,801174.994520,0.116953,True,4.500000,ixic
2006-12-29,2415.290000,771334.186188,-0.037246,True,4.500000,ixic
2007-01-31,2463.920000,836013.663743,0.083854,True,4.500000,ixic
2007-02-28,2416.140000,757417.189162,-0.094013,True,4.500000,ixic
2007-03-30,2421.630000,760049.204020,0.003475,True,4.500000,ixic
2007-04-30,2525.090000,901041.982325,0.185505,True,4.500000,ixic
2007-05-31,2604.520000,1022505.478391,0.134803,True,4.500000,ixic
2007-06-29,2603.230000,1013324.588212,-0.008979,True,4.500000,ixic
2007-07-31,2546.270000,906710.382789,-0.105212,True,4.500000,ixic
2007-08-31,2596.360000,980855.359586,0.081774,True,4.500000,ixic
2007-09-28,2701.500000,1152974.089014,0.175478,True,4.500000,ixic
2007-10-31,2859.120000,1447909.630366,0.255804,True,4.500000,ixic
2007-11-30,2660.960000,986553.244338,-0.318636,True,4.500000,ixic
2007-12-31,2652.280000,977157.349441,-0.009524,True,2.000000,ixic
2008-01-31,2389.860000,640905.366063,-0.344112,True,3.426006,ixic
2008-02-29,2271.480000,665190.509844,0.037892,False,2.364923,bond2x_pos
2008-03-31,2279.100000,690395.864689,0.037892,False,4.500000,bond2x_pos
2008-04-30,2412.800000,716556.299174,0.037892,False,4.278290,bond2x_pos
2008-05-30,2522.650000,743708.003114,0.037892,False,4.091101,bond2x_pos
