策略,最终价值,总收益,年化CAGR,年化波动,最大回撤,夏普
duration_lb13_btv0.15_atv0.28_amax4.5_min2.0_cr-0.09_am0.14_av0.07_hold0_full,"$190,505,015.40",1904950.15%,37.55%,59.60%,-71.11%,0.83
