策略,最终价值,总收益,年化CAGR,年化波动,最大回撤,夏普
breakout_lb13_vw2_ntv0.14_atv0.2_dtv0.08_max5.0_min1.5_cr-0.09_cd1_dd-0.15_am0.2_av0.06,"$64,277,049.63",642670.50%,32.80%,50.15%,-57.06%,0.81
