策略,最终价值,总收益,年化CAGR,年化波动,最大回撤,夏普
attack_lb13_vw2_btv0.15_atv0.24_amax4.5_min2.0_cr-0.09_cd1_am0.15_av0.07_pp1,"$143,345,703.91",1433357.04%,36.29%,58.95%,-71.11%,0.82
