策略,最终价值,总收益,年化CAGR,年化波动,最大回撤,夏普,参数_mom_fast,参数_mom_slow,参数_vol_window,参数_target_vol,参数_max_lev,参数_min_lev,参数_bonus,参数_crash_filter,参数_crash_cooldown
refine_m13_13_vw2_tv0.16_max4.5_min1.5_b0.0_cr-0.09_cd1_bond2x_pos,"$75,393,635.27",753836.35%,33.49%,57.68%,-72.49%,0.79,13,13,2,0.16,4.5,1.5,0.0,-0.09,1
